"","property_no","property_address","total rates","lv","cv","rate_yr","assessment_number","rate area (ha)","qv category","suburb"
"227",1117,"99 Karaka St~WHANGANUI",5488.48,355000,890000,"26_27","1310003001",0.1969,"Residential","Castlecliff"
"228",1118,"101 Karaka St~WHANGANUI",5146.27,330000,880000,"26_27","1310003100",0.197,"Residential","Castlecliff"
"229",1119,"103 Karaka St~WHANGANUI",5516.48,365000,1010000,"26_27","1310003200",0.197,"Residential","Castlecliff"
"230",1133,"129 Karaka St~WHANGANUI",4694.78,280000,760000,"26_27","1310004600",0.1477,"Residential","Castlecliff"
"231",1134,"133 Karaka St~WHANGANUI",4616.67,275000,720000,"26_27","1310004601",0.1477,"Residential","Castlecliff"
"232",1135,"135 Karaka St~WHANGANUI",4821.13,270000,920000,"26_27","1310004602",0.1475,"Residential","Castlecliff"
"233",1136,"131 Karaka St~WHANGANUI",4776.08,295000,750000,"26_27","1310004700",0.1477,"Residential","Castlecliff"
"234",1149,"6 Kapiti Tce~WHANGANUI",4943.86,360000,550000,"26_27","1310005203",0.1037,"Residential","Castlecliff"
"235",1150,"4 Kapiti Tce~WHANGANUI",4534.69,250000,670000,"26_27","1310005204",0.0589,"Residential","Castlecliff"
"236",1151,"2 Kapiti Tce~WHANGANUI",4438.02,250000,7e+05,"26_27","1310005205",0.059,"Residential","Castlecliff"
"237",1152,"8 Kapiti Tce~WHANGANUI",5776.86,425000,915000,"26_27","1310005206",0.1155,"Residential","Castlecliff"
"238",1153,"81 Matai St~WHANGANUI",3789.54,210000,360000,"26_27","1310005300",0.1299,"Residential","Castlecliff"
"239",1166,"76 Karaka St~WHANGANUI",3842.08,190000,510000,"26_27","1310006600",0.0593,"Residential","Castlecliff"
"240",1167,"80 Karaka St~WHANGANUI",4074.61,255000,365000,"26_27","1310006601",0.0936,"Residential","Castlecliff"
"241",1168,"82 Karaka St~WHANGANUI",4120.58,270000,325000,"26_27","1310006700",0.1012,"Residential","Castlecliff"
"242",1169,"84 Karaka St~WHANGANUI",4338.4,270000,510000,"26_27","1310006800",0.1012,"Residential","Castlecliff"
"243",1183,"10 Kupe Pl~WHANGANUI",4494.22,290000,460000,"26_27","1310007107",0.1155,"Residential","Castlecliff"
"244",1184,"8 Kupe Pl~WHANGANUI",4117.4,260000,375000,"26_27","1310007108",0.0967,"Residential","Castlecliff"
"245",1185,"6 Kupe Pl~WHANGANUI",3767.4,195000,360000,"26_27","1310007109",0.0617,"Residential","Castlecliff"
"246",1186,"4 Kupe Pl~WHANGANUI",4107.86,210000,540000,"26_27","1310007110",0.071,"Residential","Castlecliff"
"247",1200,"108 Karaka St~WHANGANUI",4015.29,235000,420000,"26_27","1310007301",0.0843,"Residential","Castlecliff"
"248",1201,"110 Karaka St~WHANGANUI",4143.68,250000,450000,"26_27","1310007302",0.092,"Residential","Castlecliff"
"249",1202,"112 Karaka St~WHANGANUI",4108.25,230000,450000,"26_27","1310007303",0.0815,"Residential","Castlecliff"
"250",1203,"114 Karaka St~WHANGANUI",4183.3,245000,510000,"26_27","1310007304",0.089,"Residential","Castlecliff"
"251",1216,"150A Karaka St~WHANGANUI",2816.52,225000,225000,"26_27","1310007501B",0,"Residential","Castlecliff"
"252",1217,"158 Karaka St~WHANGANUI",4050.62,235000,450000,"26_27","1310007502",0.0675,"Residential","Castlecliff"
"253",1218,"160A Karaka St~WHANGANUI",3367.68,135000,340000,"26_27","1310007503A",0,"Residential","Castlecliff"
"254",1219,"160B Karaka St~WHANGANUI",3467.62,150000,345000,"26_27","1310007503B",0,"Residential","Castlecliff"
"255",1220,"162 Karaka St~WHANGANUI",3950.53,235000,365000,"26_27","1310007504",0.0675,"Residential","Castlecliff"
"256",1233,"89 Matai St~WHANGANUI",4148.42,265000,375000,"26_27","1310008100",0.0986,"Residential","Castlecliff"
"257",1235,"95 Matai St~WHANGANUI",4077.78,265000,315000,"26_27","1310008300",0.0986,"Residential","Castlecliff"
"258",1236,"97 Matai St~WHANGANUI",3950.53,235000,365000,"26_27","1310008301",0.0847,"Residential","Castlecliff"
"259",1250,"90 Matai St~WHANGANUI",3763.87,190000,380000,"26_27","1310008803",0.0589,"Residential","Castlecliff"
"260",1252,"98 Matai St~WHANGANUI",4452.03,240000,655000,"26_27","1310008805",0.0857,"Residential","Castlecliff"
"261",1253,"100 Matai St~WHANGANUI",4311.64,265000,440000,"26_27","1310008806",0.0999,"Residential","Castlecliff"
"262",1266,"147 Cornfoot St~WHANGANUI",4409.94,310000,360000,"26_27","1310009000",0.1214,"Residential","Castlecliff"
"263",1267,"153 Cornfoot St~WHANGANUI",5499.04,440000,6e+05,"26_27","1310009100",0.1814,"Residential","Castlecliff"
"264",1269,"161 Cornfoot St~WHANGANUI",3488.4,170000,315000,"26_27","1310009500",0.0506,"Residential","Castlecliff"
"265",1270,"163 Cornfoot St~WHANGANUI",3647.81,190000,345000,"26_27","1310009600",0.0592,"Residential","Castlecliff"
"266",1283,"193B Cornfoot St~WHANGANUI",3232.77,125000,335000,"26_27","1310010400B",0,"Residential","Castlecliff"
"267",1284,"22 Tainui St~WHANGANUI",3960.4,225000,365000,"26_27","1310010401",0.0786,"Residential","Castlecliff"
"268",1286,"197 Cornfoot St~WHANGANUI",1468.81,195000,220000,"26_27","1310010501",0.0635,"Residential","Castlecliff"
"269",1300,"158 Cornfoot St~WHANGANUI",4059.67,245000,405000,"26_27","1310011300",0.0875,"Residential","Castlecliff"
"270",1303,"180A Cornfoot St~WHANGANUI",3429.53,135000,385000,"26_27","1310011600A",0,"Residential","Castlecliff"
"271",1317,"250 Cornfoot St~WHANGANUI",4272.05,265000,480000,"26_27","1310011901",0.0865,"Residential","Castlecliff"
"272",1318,"1 Awatea St~WHANGANUI",3557.46,165000,4e+05,"26_27","1310011902",0.0469,"Residential","Castlecliff"
"273",1319,"258 Cornfoot St~WHANGANUI",4610.56,330000,425000,"26_27","1310012000",0.1341,"Residential","Castlecliff"
"274",1320,"3 Waitote St~WHANGANUI",4184.02,240000,460000,"26_27","1310012100",0.0923,"Residential","Castlecliff"
"275",1333,"10 Waitote St~WHANGANUI",3914.76,215000,440000,"26_27","1310012704",0.0736,"Residential","Castlecliff"
"276",1334,"12 Waitote St~WHANGANUI",3925.85,215000,385000,"26_27","1310012705",0.0736,"Residential","Castlecliff"
"277",1335,"14 Waitote St~WHANGANUI",3844.11,215000,380000,"26_27","1310012706",0.0736,"Residential","Castlecliff"
"278",1336,"16 Waitote St~WHANGANUI",3864,215000,340000,"26_27","1310012707",0.0736,"Residential","Castlecliff"
"279",1350,"13 Taupata St~WHANGANUI",2705.8,210000,210000,"26_27","1310013200",0.1306,"Residential","Castlecliff"
"280",1351,"15 Taupata St~WHANGANUI",3546.14,185000,285000,"26_27","1310013300",0.0584,"Residential","Castlecliff"
"281",1352,"165 Cornfoot St~WHANGANUI",3581.46,185000,315000,"26_27","1310013400",0.0587,"Residential","Castlecliff"
"282",1353,"6 Taupata St~WHANGANUI",3764.41,205000,365000,"26_27","1310013401",0.0674,"Residential","Castlecliff"
"283",1367,"9 Waitai St~WHANGANUI",4298.78,275000,450000,"26_27","1310013904",0.1046,"Residential","Castlecliff"
"284",1369,"2 Waitai St~WHANGANUI",3918.97,215000,380000,"26_27","1310013906",0.072,"Residential","Castlecliff"
"285",1370,"3 Kamahi St~WHANGANUI",4344.65,195000,780000,"26_27","1310014000",0.063,"Residential","Castlecliff"
"286",1383,"8 Seafront Rd~WHANGANUI",3904.84,195000,460000,"26_27","1310014900",0.0577,"Residential","Castlecliff"
"287",1384,"10 Seafront Rd~WHANGANUI",3615.65,165000,385000,"26_27","1310015000",0.0425,"Residential","Castlecliff"
"288",1385,"11 Seafront Rd~WHANGANUI",3670.63,165000,425000,"26_27","1310015100",0.0427,"Residential","Castlecliff"
"289",1386,"12 Seafront Rd~WHANGANUI",4410.99,250000,580000,"26_27","1310015200",0.0863,"Residential","Castlecliff"
"290",1387,"14 Seafront Rd~WHANGANUI",3845.69,220000,355000,"26_27","1310015300",0.0654,"Residential","Castlecliff"
"291",1400,"25 Seafront Rd~WHANGANUI",4077.33,245000,420000,"26_27","1310016600",0.0761,"Residential","Castlecliff"
"292",1401,"26 Seafront Rd~WHANGANUI",6230.06,250000,470000,"26_27","1310016700",0.0789,"Residential","Castlecliff"
"293",1402,"27 Seafront Rd~WHANGANUI",4166.95,245000,425000,"26_27","1310016800",0.0769,"Residential","Castlecliff"
"294",1403,"28 Seafront Rd~WHANGANUI",3588.35,175000,320000,"26_27","1310016900",0.0476,"Residential","Castlecliff"
"295",1417,"39 Seafront Rd~WHANGANUI",3523.73,170000,345000,"26_27","1310018100",0.0465,"Residential","Castlecliff"
"296",1418,"41 Seafront Rd~WHANGANUI",3709.4,180000,450000,"26_27","1310018200",0.0455,"Residential","Castlecliff"
"297",1419,"42 Seafront Rd~WHANGANUI",2410.54,170000,170000,"26_27","1310018400",0.046,"Residential","Castlecliff"
"298",1434,"13 Karaka St~WHANGANUI",3861.32,195000,5e+05,"26_27","1310019500",0.0675,"Residential","Castlecliff"
"299",1435,"15 Karaka St~WHANGANUI",4291.3,270000,470000,"26_27","1310019600",0.1012,"Residential","Castlecliff"
"300",1436,"17 Karaka St~WHANGANUI",4279.52,270000,460000,"26_27","1310019700",0.1012,"Residential","Castlecliff"
"301",1437,"19 Karaka St~WHANGANUI",3787.96,205000,385000,"26_27","1310019701",0.0688,"Residential","Castlecliff"
"302",1450,"55 Karaka St~WHANGANUI",4930.04,335000,670000,"26_27","1310021000",0.1371,"Residential","Castlecliff"
"303",1451,"57 Karaka St~WHANGANUI",2521.26,185000,185000,"26_27","1310021100",0.0688,"Residential","Castlecliff"
"304",1453,"7 Manuka St~WHANGANUI",3639.79,170000,380000,"26_27","1310021300",0.05,"Residential","Castlecliff"
"305",1467,"24 Karaka St~WHANGANUI",1587,215000,215000,"26_27","1310022600",0.0736,"Residential","Castlecliff"
"306",1468,"28 Karaka St~WHANGANUI",3882.6,225000,360000,"26_27","1310022700",0.0782,"Residential","Castlecliff"
"307",1469,"30 Karaka St~WHANGANUI",3411.88,170000,250000,"26_27","1310022800",0.0607,"Residential","Castlecliff"
"308",1470,"32 Karaka St~WHANGANUI",3465.98,155000,375000,"26_27","1310022900",0.0506,"Residential","Castlecliff"
"309",1484,"56 Karaka St~WHANGANUI",4466.36,270000,530000,"26_27","1310024400",0.0986,"Residential","Castlecliff"
"310",1485,"58 Karaka St~WHANGANUI",4222.24,275000,385000,"26_27","1310024401",0.0986,"Residential","Castlecliff"
"311",1487,"64 Karaka St~WHANGANUI",4339.98,275000,485000,"26_27","1310024600",0.0986,"Residential","Castlecliff"
"312",1500,"11 Aotea St~WHANGANUI",3677.88,185000,340000,"26_27","1310024802",0.058,"Residential","Castlecliff"
"313",1501,"10 Arawa Pl~WHANGANUI",3760.53,195000,355000,"26_27","1310024804",0.0687,"Residential","Castlecliff"
"314",1502,"1 Aotea St~WHANGANUI",3733.39,2e+05,365000,"26_27","1310024901",0.0641,"Residential","Castlecliff"
"315",1503,"3 Aotea St~WHANGANUI",3846.53,2e+05,395000,"26_27","1310024902",0.0641,"Residential","Castlecliff"
"316",1504,"7 Aotea St~WHANGANUI",3702.37,195000,365000,"26_27","1310024903",0.0637,"Residential","Castlecliff"
"317",1517,"6 Aotea St~WHANGANUI",3782.07,205000,380000,"26_27","1310025702",0.0673,"Residential","Castlecliff"
"318",1518,"8 Aotea St~WHANGANUI",3705.54,205000,315000,"26_27","1310025703",0.0673,"Residential","Castlecliff"
"319",1519,"10 Aotea St~WHANGANUI",3877.55,205000,395000,"26_27","1310025704",0.0673,"Residential","Castlecliff"
"320",1520,"12 Aotea St~WHANGANUI",3823.28,205000,415000,"26_27","1310025705",0.0673,"Residential","Castlecliff"
"321",1534,"13 Matai St~WHANGANUI",3717.32,205000,325000,"26_27","1310027400",0.0675,"Residential","Castlecliff"
"322",1535,"15 Matai St~WHANGANUI",4179.44,270000,375000,"26_27","1310027500",0.1012,"Residential","Castlecliff"
"323",1536,"17 Matai St~WHANGANUI",3377.68,155000,3e+05,"26_27","1310027600A",0,"Residential","Castlecliff"
"324",1537,"17B Matai St~WHANGANUI",3402.81,160000,295000,"26_27","1310027600B",0,"Residential","Castlecliff"
"325",1551,"45 Matai St~WHANGANUI",4054.91,230000,480000,"26_27","1310028800",0.0675,"Residential","Castlecliff"
"326",1552,"47 Matai St~WHANGANUI",4137.34,230000,550000,"26_27","1310028900",0.0674,"Residential","Castlecliff"
"327",1553,"49 Matai St~WHANGANUI",4025.47,230000,455000,"26_27","1310028901",0.0674,"Residential","Castlecliff"
"328",1554,"51 Matai St~WHANGANUI",4453.88,3e+05,450000,"26_27","1310029000",0.1158,"Residential","Castlecliff"
"329",1567,"75A Matai St~WHANGANUI",3049.82,105000,285000,"26_27","1310029901A",0,"Residential","Castlecliff"
"330",1568,"75B Matai St~WHANGANUI",2987.78,95000,285000,"26_27","1310029901B",0,"Residential","Castlecliff"
"331",1569,"75C Matai St~WHANGANUI",3254.73,120000,380000,"26_27","1310029901C",0,"Residential","Castlecliff"
"332",1570,"77 Matai St~WHANGANUI",3168.01,115000,285000,"26_27","1310029902A",0,"Residential","Castlecliff"
"333",1584,"28 Matai St~WHANGANUI",3767.22,185000,405000,"26_27","1310031200",0.0574,"Residential","Castlecliff"
"334",1585,"30 Matai St~WHANGANUI",3828.04,220000,340000,"26_27","1310031300",0.0759,"Residential","Castlecliff"
"335",1586,"32 Matai St~WHANGANUI",3951.67,220000,445000,"26_27","1310031400",0.0759,"Residential","Castlecliff"
"336",1587,"34 Matai St~WHANGANUI",3977.48,220000,4e+05,"26_27","1310031500",0.0759,"Residential","Castlecliff"
"337",1601,"62 Matai St~WHANGANUI",3828.04,220000,340000,"26_27","1310032401",0.0759,"Residential","Castlecliff"
"338",1602,"64 Matai St~WHANGANUI",3869.24,220000,375000,"26_27","1310032402",0.0759,"Residential","Castlecliff"
"339",1603,"66 Matai St~WHANGANUI",3881.02,220000,385000,"26_27","1310032403",0.0759,"Residential","Castlecliff"
"340",1604,"68 Matai St~WHANGANUI",3851.58,220000,360000,"26_27","1310032404",0.0759,"Residential","Castlecliff"
"341",1617,"75 Cornfoot St~WHANGANUI",3782.07,205000,380000,"26_27","1310032803",0.0676,"Residential","Castlecliff"
"342",1618,"77 Cornfoot St~WHANGANUI",4132.35,270000,335000,"26_27","1310032900",0.1012,"Residential","Castlecliff"
"343",1620,"79 Cornfoot St~WHANGANUI",3832.98,210000,340000,"26_27","1310033100",0.0693,"Residential","Castlecliff"
"344",1635,"113A Cornfoot St~WHANGANUI",3268.09,125000,365000,"26_27","1310034301A",0,"Residential","Castlecliff"
"345",1636,"113B Cornfoot St~WHANGANUI",3454.21,155000,365000,"26_27","1310034301B",0,"Residential","Castlecliff"
"346",1637,"113 Cornfoot St~WHANGANUI",3750.6,180000,485000,"26_27","1310034400",0.0538,"Residential","Castlecliff"
"347",1651,"42 Cornfoot St~WHANGANUI",3801.32,210000,370000,"26_27","1310035601",0.0694,"Residential","Castlecliff"
"348",1652,"44 Cornfoot St~WHANGANUI",3836.64,210000,4e+05,"26_27","1310035602",0.0694,"Residential","Castlecliff"
"349",1653,"46 Cornfoot St~WHANGANUI",3813.09,210000,380000,"26_27","1310035603",0.0694,"Residential","Castlecliff"
"350",1654,"48 Cornfoot St~WHANGANUI",3854.3,210000,415000,"26_27","1310035604",0.0694,"Residential","Castlecliff"
"351",1670,"76 Cornfoot St~WHANGANUI",4279.52,270000,460000,"26_27","1310036500",0.1012,"Residential","Castlecliff"
"352",1671,"78 Cornfoot St~WHANGANUI",4173.56,270000,370000,"26_27","1310036600",0.1012,"Residential","Castlecliff"
"353",1684,"104 Cornfoot St~WHANGANUI",3686.3,2e+05,325000,"26_27","1310037800",0.0759,"Residential","Castlecliff"
"354",1685,"106 Cornfoot St~WHANGANUI",4123.29,260000,380000,"26_27","1310037900",0.0964,"Residential","Castlecliff"
"355",1686,"32 Karewa St~WHANGANUI",3510.36,165000,360000,"26_27","1310038000",0.0481,"Residential","Castlecliff"
"356",1687,"27B Karewa St~WHANGANUI",3160.95,105000,325000,"26_27","1310038100A",0,"Residential","Castlecliff"
"357",1701,"136 Cornfoot St~WHANGANUI",4280.43,250000,485000,"26_27","1310039100",0.1061,"Residential","Castlecliff"
"358",1702,"138 Cornfoot St~WHANGANUI",4167.22,250000,470000,"26_27","1310039200",0.1061,"Residential","Castlecliff"
"359",1703,"63 Thatcher St~WHANGANUI",3919.36,235000,290000,"26_27","1310039300",0.083,"Residential","Castlecliff"
"360",1704,"67 Thatcher St~WHANGANUI",4005.16,230000,375000,"26_27","1310039400",0.081,"Residential","Castlecliff"
"361",1718,"72 Thatcher St~WHANGANUI",3960.72,230000,4e+05,"26_27","1310039804",0.081,"Residential","Castlecliff"
"362",1719,"74 Thatcher St~WHANGANUI",3950.19,230000,335000,"26_27","1310039805",0.081,"Residential","Castlecliff"
"363",1720,"76 Thatcher St~WHANGANUI",3825.32,230000,285000,"26_27","1310039806",0.081,"Residential","Castlecliff"
"364",1721,"78 Thatcher St~WHANGANUI",3931.28,230000,375000,"26_27","1310039807",0.081,"Residential","Castlecliff"
"365",1734,"73 Polson St~WHANGANUI",3340.19,135000,320000,"26_27","1310040103A",0,"Residential","Castlecliff"
"366",1735,"73A Polson St~WHANGANUI",3345.08,145000,325000,"26_27","1310040103B",0,"Residential","Castlecliff"
"367",1736,"75 Polson St~WHANGANUI",3937.17,230000,380000,"26_27","1310040200",0.0809,"Residential","Castlecliff"
"368",1738,"56 Polson St~WHANGANUI",3900.26,225000,375000,"26_27","1310040301",0.0776,"Residential","Castlecliff"
"369",1751,"82 Polson St~WHANGANUI",4046.31,240000,420000,"26_27","1310040805",0.092,"Residential","Castlecliff"
"370",1752,"84 Polson St~WHANGANUI",4091.16,235000,415000,"26_27","1310040806",0.0906,"Residential","Castlecliff"
"371",1753,"3 Karewa St~WHANGANUI",3585.77,180000,345000,"26_27","1310040900A",0,"Residential","Castlecliff"
"372",1754,"35 Karaka St~WHANGANUI",3288.93,135000,330000,"26_27","1310040900B",0,"Residential","Castlecliff"
"373",1768,"25 Karewa St~WHANGANUI",3698.49,185000,355000,"26_27","1310042200",0.0579,"Residential","Castlecliff"
"374",1769,"27 Karewa St~WHANGANUI",3522.59,185000,265000,"26_27","1310042300",0.0579,"Residential","Castlecliff"
"375",1770,"31 Karewa St~WHANGANUI",4179.44,270000,375000,"26_27","1310042301",0.1006,"Residential","Castlecliff"
"376",1771,"33 Karewa St~WHANGANUI",3689.01,190000,380000,"26_27","1310042302",0.0612,"Residential","Castlecliff"
"377",1786,"29 Rangiora St~WHANGANUI",3663.75,165000,420000,"26_27","1310043301",0.0579,"Residential","Castlecliff"
"378",1787,"31 Rangiora St~WHANGANUI",3404.4,165000,270000,"26_27","1310043400",0.0579,"Residential","Castlecliff"
"379",1788,"33 Rangiora St~WHANGANUI",3563.35,165000,405000,"26_27","1310043500",0.0579,"Residential","Castlecliff"
"380",1802,"14 Rangiora St~WHANGANUI",6938.71,285000,490000,"26_27","1310044300",0.0956,"Commercial","Castlecliff"
"381",1803,"16 Rangiora St~WHANGANUI",1149.21,2e+05,270000,"26_27","1310045400",0.0654,"Commercial","Castlecliff"
"382",1804,"18 Rangiora St~WHANGANUI",385.23,150000,150000,"26_27","1310045500",0.0405,"Commercial","Castlecliff"
"383",1818,"1 Manuka St~WHANGANUI",3597.53,180000,355000,"26_27","1310046000",0.0539,"Residential","Castlecliff"
"384",1819,"3 Manuka St~WHANGANUI",3656.41,180000,405000,"26_27","1310046100",0.0539,"Residential","Castlecliff"
"385",1820,"9 Manuka St~WHANGANUI",3340.77,150000,295000,"26_27","1310046200",0.043,"Residential","Castlecliff"
"386",1821,"11 Manuka St~WHANGANUI",3981.55,240000,365000,"26_27","1310046300",0.086,"Residential","Castlecliff"
"387",1835,"31 Manuka St~WHANGANUI",3889.63,210000,445000,"26_27","1310047102",0.0715,"Residential","Castlecliff"
"388",1836,"33 Manuka St~WHANGANUI",3924.94,210000,475000,"26_27","1310047103",0.0715,"Residential","Castlecliff"
"389",1838,"35 Manuka St~WHANGANUI",3915.63,220000,355000,"26_27","1310047300",0.0749,"Residential","Castlecliff"
"390",1851,"85 Manuka St~WHANGANUI",4108.35,250000,420000,"26_27","1310047707",0.092,"Residential","Castlecliff"
"391",1852,"87 Manuka St~WHANGANUI",4108.35,250000,420000,"26_27","1310047708",0.092,"Residential","Castlecliff"
"392",1853,"89 Manuka St~WHANGANUI",4162.92,255000,440000,"26_27","1310047709",0.093,"Residential","Castlecliff"
"393",1854,"91 Manuka St~WHANGANUI",6532.34,255000,6e+05,"26_27","1310047710",0.0926,"Residential","Castlecliff"
"394",1855,"6 Manuka St~WHANGANUI",3329.59,120000,380000,"26_27","1310047800",0.0281,"Residential","Castlecliff"
"395",1868,"30 Manuka St~WHANGANUI",4002.39,250000,330000,"26_27","1310048900",0.0925,"Residential","Castlecliff"
"396",1869,"30A Manuka St~WHANGANUI",3752.63,205000,355000,"26_27","1310049000",0.0966,"Residential","Castlecliff"
"397",1870,"32A Manuka St~WHANGANUI",3612.5,180000,315000,"26_27","1310049001",0.0551,"Residential","Castlecliff"
"398",1871,"32B Manuka St~WHANGANUI",4115.82,255000,4e+05,"26_27","1310049100",0.1201,"Residential","Castlecliff"
"399",1885,"17 Kotuku St~WHANGANUI",3791.55,2e+05,355000,"26_27","1310049605",0.0716,"Residential","Castlecliff"
